mobile_contig_name	mobile_contig_length (bp)	mobile_contig_read_count (reads)	mobile_contig_read_depth (reads/kbp)	mobile_contig_read_depth_in_this_cluster (reads/kbp)	cluster_name	cluster_length (bp)	cluster_read_count (reads)	cluster_read_depth (reads/kbp)	intra_read_count (reads)	intra_linkage_density (reads/kbp^2)	inter_read_count (reads)	raw_inter_linkage_density (reads/kbp^2)	raw_inter_vs_intra_ratio	mobile_element_copies_per_cell	adjusted_inter_connective_linkage_density (reads/kbp^2)	adjusted_inter_vs_intra_ratio
k141_1168096	6386	11	1.7225180081428124	1.7225180081428124	bin_46	2362712	180238	76.28437151883091	21651	0.00795537065259512	1	6.627661187432118e-05	0.008331052664743042	0.022580221529617063	0.002935162163373388	0.3689535398851478
k141_1168247	5530	50	9.041591320072333	9.041591320072333	bin_52	2291645	147276	64.26649851962237	1435	0.0005518288731963113	2	0.0001578183587784728	0.2859914847593149	0.14068902971758576	0.0011217531252811386	2.0327916493091482
k141_450	5960	30	5.033557046979865	5.033557046979865	bin_34	2480254	277382	111.83612646124146	9649	0.003184446871936162	1	6.764840814663694e-05	0.021243377850893874	0.045008327865542826	0.0015030198044399415	0.4719877155702387
k141_1741	7240	94	12.98342541436464	3.24585635359116	bin_249	244031	2101	8.60956189992255	21	0.0007781113484066898	2	0.00113200000787872	1.4548046499985832	0.37700598373308164	0.003002604883534608	3.8588370285087508
k141_1741	7240	94	12.98342541436464	4.8687845303867405	bin_67	2033076	26767	13.1657645852885	1014	0.0004923977722510482	3	0.0002038116828313245	0.41391674438244913	0.3698064399409927	0.0005511307019527438	1.1192794383150677
k141_1741	7240	94	12.98342541436464	1.62292817679558	bin_48	2331537	15583	6.683573968588103	399	0.00014792793133491596	1	5.924055546248074e-05	0.40046903196636524	0.2428234032305356	0.00024396559258432757	1.6492192541513861
k141_1741	7240	94	12.98342541436464	3.24585635359116	bin_21	2802603	175931	62.774142466842434	5686	0.0014622514876423878	2	9.856661607892803e-05	0.0674074308776041	0.05170690074031095	0.0019062565086614255	1.3036447729897094
k141_2666	74874	135	1.8030290888693004	1.8030290888693004	bin_75	1974497	146819	74.3576718526288	1836	0.0009466507385755807	1	6.764138425463034e-06	0.007145336870112191	0.02424805731468793	0.0002789558906793638	0.29467667357351557
k141_3396	7005	279	39.82869379014989	39.82869379014989	bin_72	1999724	78005	39.00788308786613	655	0.00033231101723306725	2	0.00014277487780822677	0.4296423242209006	1.0210421749992142	0.0001398324979164907	0.42078802887964073
k141_3849	12393	440	35.5039134995562	32.4823038400195	bin_31	2518876	100218	39.78679379215174	9526	0.0030306734347623314	86	0.0027685810256495883	0.9135200757341588	0.816409183652966	0.003391168400705349	1.1189487992365261
k141_3849	12393	440	35.5039134995562	0.7554024148841744	bin_65	2062885	215283	104.36015580122013	5363	0.0025847919543626257	2	7.823093628485482e-05	0.030265854144592267	0.00723841785291147	0.010807739740168276	4.1812803239065
k141_3849	12393	440	35.5039134995562	0.3777012074420872	bin_67	2033076	26767	13.1657645852885	1014	0.0004923977722510482	1	3.968897989991095e-05	0.08060349200701825	0.02868813314983109	0.0013834633188791036	2.809645771861346
