mobile_contig_name	mobile_contig_length (bp)	mobile_contig_read_count (reads)	mobile_contig_read_depth (reads/kbp)	mobile_contig_read_depth_in_this_cluster (reads/kbp)	cluster_name	cluster_length (bp)	cluster_read_count (reads)	cluster_read_depth (reads/kbp)	intra_read_count (reads)	intra_linkage_density (reads/kbp^2)	inter_read_count (reads)	raw_inter_linkage_density (reads/kbp^2)	raw_inter_vs_intra_ratio	mobile_element_copies_per_cell	adjusted_inter_connective_linkage_density (reads/kbp^2)	adjusted_inter_vs_intra_ratio
k141_1168096	6386	35	5.4807391168180395	5.4807391168180395	bin_46	2362712	536232	226.95614192504206	64370	0.023651896397743656	1	6.627661187432118e-05	0.0028021690421679603	0.024148890928134433	0.0027444992017047975	0.11603717332224647
k141_1168247	5530	149	26.94394213381555	26.94394213381555	bin_52	2291645	437272	190.8114040350927	4287	0.0016485647243153915	3	0.0002367275381677092	0.14359614437705281	0.14120718973830415	0.0016764552754461766	1.0169180807519507
k141_450	5960	90	15.100671140939598	15.100671140939598	bin_34	2480254	820954	330.99593831922056	28354	0.009357633600049532	1	6.764840814663694e-05	0.007229221728266735	0.04562192278739125	0.0014828048449841587	0.15845938282690508
k141_1741	7240	276	38.12154696132597	5.445935280189424	bin_249	244031	6120	25.078780974548316	59	0.0021861223598092713	2	0.00113200000787872	0.5178118245757669	0.21715310986272962	0.005212911795710862	2.384547128535689
k141_1741	7240	276	38.12154696132597	21.783741120757696	bin_67	2033076	80248	39.471224882886816	3049	0.0014805925124195716	8	0.000543497820883532	0.3670812977402895	0.551889159391207	0.0009847952467177802	0.6651359090749663
k141_1741	7240	276	38.12154696132597	2.722967640094712	bin_48	2331537	45984	19.722612165279813	1076	0.00039892344390067563	1	5.924055546248074e-05	0.14850106296894028	0.13806323509663154	0.0004290827708116343	1.0756017912009899
k141_1741	7240	276	38.12154696132597	5.445935280189424	bin_21	2802603	522168	186.31536468062012	16403	0.0042183100864928045	2	9.856661607892803e-05	0.023366375173447355	0.02922966277915292	0.0033721434565857317	0.7994062521348224
k141_1741	7240	276	38.12154696132597	2.722967640094712	bin_16	2937357	452441	154.0299663949598	26742	0.006316755026844067	1	4.7022390183190524e-05	0.007444073734593364	0.017678168111213803	0.0026599130570187745	0.4210885249966234
k141_2666	74874	341	4.554317920773566	2.277158960386783	bin_75	1974497	435859	220.74432121193396	5377	0.002772407963682406	1	6.764138425463034e-06	0.0024398063034268146	0.01031582125367796	0.0006557052763056918	0.23651110691327037
k141_2666	74874	341	4.554317920773566	2.277158960386783	bin_114	1499399	422675	281.89627977609695	4994	0.004616438110772159	1	8.907416257221383e-06	0.0019294997665920191	0.008078002881753078	0.0011026755483514146	0.2388585142684774
k141_3396	7005	820	117.05924339757316	13.00658259973035	bin_6	3386752	51895	15.322940681809593	7058	0.0012335436627243066	2	8.43021129832295e-05	0.06834140981847901	0.8488307087927924	9.931557860709825e-05	0.08051241444324536
k141_3396	7005	820	117.05924339757316	97.54936949797764	bin_72	1999724	231604	115.81798288163766	1871	0.000949242615638273	15	0.0010708115835617008	1.12806943759229	0.8422644486708945	0.001271348428930435	1.3393292799813643
k141_3396	7005	820	117.05924339757316	6.503291299865175	bin_80	1862713	52425	28.14443234142887	790	0.00046063504675761664	1	7.663830921622881e-05	0.16637533282732486	0.23106848349157388	0.0003316692439322799	0.7200260732805297
k141_3849	12393	1362	109.90075042362623	104.09467304275542	bin_31	2518876	297985	118.30078177726891	27718	0.00881841342271072	251	0.008080393458581938	0.9163092124680724	0.8799153435751584	0.009183148717183095	1.0413606481108093
k141_3849	12393	1362	109.90075042362623	0.8294396258386886	bin_65	2062885	638862	309.69346328079365	16181	0.007798716877408474	2	7.823093628485482e-05	0.010031257386901202	0.0026782600351065535	0.029209611934392487	3.74543817829926
k141_3849	12393	1362	109.90075042362623	0.4147198129193443	bin_87	1754433	1544176	880.1567229982564	14826	0.009879836594948621	1	4.599247306622217e-05	0.004655185601929619	0.00047118859866979146	0.097609477810081	9.879665202153944
k141_3849	12393	1362	109.90075042362623	0.4147198129193443	bin_67	2033076	80248	39.471224882886816	3049	0.0014805925124195716	1	3.968897989991095e-05	0.026806146571045103	0.010506889871034902	0.00377742418423214	2.551292237767099
