mobile_contig_name	mobile_contig_length (bp)	mobile_contig_read_count (reads)	mobile_contig_read_depth (reads/kbp)	mobile_contig_read_depth_in_this_cluster (reads/kbp)	cluster_name	cluster_length (bp)	cluster_read_count (reads)	cluster_read_depth (reads/kbp)	intra_read_count (reads)	intra_linkage_density (reads/kbp^2)	inter_read_count (reads)	raw_inter_linkage_density (reads/kbp^2)	raw_inter_vs_intra_ratio	mobile_element_copies_per_cell	adjusted_inter_connective_linkage_density (reads/kbp^2)	adjusted_inter_vs_intra_ratio
k141_450	5960	7	1.174496644295302	1.174496644295302	bin_34	2480254	80979	32.649478642106814	2823	0.0009316710041948165	1	6.764840814663694e-05	0.07260976014285335	0.0359729065560207	0.0018805377330655198	2.01845686363369
k141_1741	7240	15	2.0718232044198897	2.0718232044198897	bin_48	2331537	4588	1.9678006396638783	128	4.7455576969597105e-05	1	5.924055546248074e-05	1.248337060582654	1.0528623492945808	5.626619234904923e-05	1.185660273082271
k141_3396	7005	82	11.705924339757317	11.705924339757317	bin_72	1999724	22712	11.357567344293512	201	0.00010197635796007101	1	7.138743890411338e-05	0.7000391103599252	1.0306717966007777	6.926301771286823e-05	0.6792066229702797
k141_3849	12393	105	8.472524812394093	7.475757187406552	bin_31	2518876	29433	11.684973774016665	2813	0.0008949490207837958	15	0.00048289203935748636	0.5395749122498282	0.639775264539322	0.0007547838532100779	0.8433819532525312
k141_3849	12393	105	8.472524812394093	0.4983838124937702	bin_67	2033076	7874	3.8729491666814226	296	0.00014373741675178525	1	3.968897989991095e-05	0.2761214219429612	0.1286832826987026	0.0003084237444644478	2.1457443123320714
k141_3849	12393	105	8.472524812394093	0.4983838124937702	bin_278	186443	159	0.8528075604876557	2	0.00012443768598373718	1	0.0004327902495614819	3.4779676762716676	0.5844036047344402	0.0007405673853742685	5.951311128294797
k141_3850	7851	70	8.916061648197681	8.916061648197681	bin_31	2518876	29433	11.684973774016665	2813	0.0008949490207837958	11	0.0005579774800568037	0.6234740382956422	0.763036513442924	0.0007312592126674696	0.8170959414280752
k141_5120	6660	82	12.312312312312311	11.765098431765098	bin_15	2975678	44919	15.095383304241924	8747	0.0019997786926219756	43	0.002174610075269485	1.0874253652629342	0.7793838814585788	0.0027901655743762734	1.3952371753286337
k141_5120	6660	82	12.312312312312311	0.27360694027360694	bin_8	3275155	16100	4.915797878268357	230	4.351551677501919e-05	1	4.584520431862008e-05	1.0535369384591173	0.05565870425290715	0.0008236843622931719	18.92852075161432
k141_5120	6660	82	12.312312312312311	0.27360694027360694	bin_101	1586122	78831	49.700464403116534	796	0.0006458918357036999	1	9.466494390100518e-05	0.14656470119004927	0.005505118383892808	0.01719580530329399	26.623351392201975
k141_5272	8856	24	2.710027100271003	2.710027100271003	bin_202	534322	1344	2.5153371936772206	1	7.1549737725446145e-06	2	0.00042265823172029266	59.07194703384319	1.0774011162730677	0.0003922942210997021	54.82818436107076
k141_8477	26204	31	1.1830254922912533	1.1830254922912533	bin_241	271150	375	1.3829983404019914	30	0.0009360101830704384	5	0.0007789903214291427	0.8322455626217483	0.8554062992927289	0.0009106670386613135	0.9729242855820323
k141_11100	14842	470	31.666891254547906	5.277815209091317	bin_94	1677516	2715	1.6184644438562732	56	4.097582359067165e-05	1	4.0164364674541714e-05	0.9801966417017993	3.2610016420972485	1.2316572968270816e-05	0.3005814621643077
k141_11100	14842	470	31.666891254547906	10.555630418182634	bin_269	206723	3873	18.735215723456026	17	0.0008136777991287705	2	0.0006518516504828057	0.8011176551465004	0.5634112024110428	0.0011569731799674799	1.4219057976096756
k141_11100	14842	470	31.666891254547906	5.277815209091317	bin_334	120280	2225	18.498503491852343	100	0.014811610440291785	1	0.0005601626568953984	0.03781915944613268	0.28531038802224884	0.0019633447656021426	0.13255444257845775
k141_11100	14842	470	31.666891254547906	5.277815209091317	bin_44	2384306	39031	16.369962580306385	1141	0.00040458882598281215	1	2.825827069653749e-05	0.06984441705203684	0.32240850785087966	8.764741006650949e-05	0.21663329394626668
