mobile_contig_name	mobile_contig_length (bp)	mobile_contig_read_count (reads)	mobile_contig_read_depth (reads/kbp)	mobile_contig_read_depth_in_this_cluster (reads/kbp)	cluster_name	cluster_length (bp)	cluster_read_count (reads)	cluster_read_depth (reads/kbp)	intra_read_count (reads)	intra_linkage_density (reads/kbp^2)	inter_read_count (reads)	raw_inter_linkage_density (reads/kbp^2)	raw_inter_vs_intra_ratio	mobile_element_copies_per_cell	adjusted_inter_connective_linkage_density (reads/kbp^2)	adjusted_inter_vs_intra_ratio
k141_191994	7427	1956	263.3634037969571	0.5246282944162491	bin_31	2459651	221579	90.08554465653867	16218	0.0053717902699005554	1	5.47410453645088e-05	0.010190465862235196	0.0058236678971798845	0.009399753957641917	1.7498363646680364
k141_191994	7427	1956	263.3634037969571	1.0492565888324983	bin_18	3074640	409803	133.28487237530248	57636	0.012222556715856744	2	8.758350048907152e-05	0.0071657266581096266	0.007872285655029251	0.01112554908790922	0.9102472867624873
k141_191994	7427	1956	263.3634037969571	0.5246282944162491	bin_106	637049	412019	646.7618660417016	2976	0.014750338606330765	1	0.0002113555895572545	0.014328863573785475	0.0008111614520922023	0.26055921298048856	17.664625872972024
k141_191994	7427	1956	263.3634037969571	2.6231414720812456	bin_138	330930	78160	236.18287855437706	2085	0.038969563260084106	5	0.002034325491370674	0.05220293278098913	0.011106399787050239	0.18316696052510578	4.700256949318207
k141_191994	7427	1956	263.3634037969571	75.54647439593988	bin_2	5260682	1681941	319.71919230244293	230585	0.01668871822993608	144	0.0036855899755863894	0.22084320226434226	0.23629008271882412	0.015597734501502952	0.9346274702825212
k141_191994	7427	1956	263.3634037969571	2.6231414720812456	bin_225	112769	77395	686.314501325719	1638	0.2840209429441692	5	0.005969897177941608	0.02101921469613291	0.0038220691345064923	1.5619542629525052	5.499433410653604
k141_191994	7427	1956	263.3634037969571	0.5246282944162491	bin_206	133002	10809	81.26945459466775	384	0.045063741719139634	1	0.001012344678815803	0.02246472752141299	0.00645541793079378	0.15682093547912576	3.4799803455406413
k141_191994	7427	1956	263.3634037969571	1.0492565888324983	bin_56	1835300	198769	108.30327466899145	8104	0.00482345710908732	2	0.00014672682065260112	0.030419430987822	0.009688133549418089	0.015145003927140762	3.1398649525892552
k141_191994	7427	1956	263.3634037969571	0.5246282944162491	bin_17	3184345	265319	83.31980360168261	45079	0.008908368695553186	1	4.2283065111305285e-05	0.004746443098208523	0.006296561822496357	0.006715262440565	0.7538150552656263
k141_191994	7427	1956	263.3634037969571	110.17194182741233	bin_1	6457248	3216132	498.0654297310557	550079	0.026411598096961104	210	0.0043788332218447365	0.1657920586921456	0.22119973652237365	0.019795833804719887	0.7495129121701113
k141_191994	7427	1956	263.3634037969571	2.0985131776649966	bin_21	2890967	899288	311.06823426209985	112845	0.027056896414916237	4	0.0001862959583722117	0.006885341005685645	0.006746150672192492	0.027615149353263067	1.0206325562912333
k141_191994	7427	1956	263.3634037969571	16.788105421319973	bin_210	128550	198605	1544.9630493971217	9163	1.1767787208207354	32	0.0335169486044302	0.0284819465303163	0.010866347533600275	3.0844723584250437	2.6211150013604954
k141_191994	7427	1956	263.3634037969571	2.6231414720812456	bin_134	399024	37888	94.95168210433458	2053	0.026119357910093687	5	0.0016871650197965464	0.06459442937318725	0.027626066373409704	0.06107148940395131	2.3381696293671355
k141_191994	7427	1956	263.3634037969571	0.5246282944162491	bin_168	208740	30494	146.08604004982274	956	0.04496179629372926	1	0.0006450314600548982	0.014346211967177554	0.0035912281162342706	0.17961305692028062	3.9947927290736587
k141_191994	7427	1956	263.3634037969571	17.83736201015247	bin_4	4384505	579215	132.10499246779284	43799	0.004562433742891386	34	0.0010441067981546881	0.22884864898728335	0.13502413252475085	0.007732742130102529	1.6948722032732468
k141_191994	7427	1956	263.3634037969571	26.75604301522871	bin_7	3776319	344736	91.2888979982888	61131	0.008588260773297766	51	0.001818394371758538	0.21173022335467595	0.2930919706767656	0.006204176687473781	0.7224019916539478
k141_191994	7427	1956	263.3634037969571	0.5246282944162491	bin_93	949306	393229	414.2278675158484	28539	0.06364905397046662	1	0.00014183399975546286	0.002228375614526405	0.0012665210034333984	0.11198708854489312	1.7594462377532825
k141_191994	7427	1956	263.3634037969571	1.0492565888324983	bin_37	2365536	2542906	1074.9808922798047	310284	0.11111383572278644	2	0.00011383793522640064	0.0010245162943560912	0.0009760699900509388	0.11662886512929233	1.0496340475570038
k141_583892	5391	538	99.79595622333518	1.1470799565900596	bin_33	2421302	632219	261.1070407574107	68703	0.02349903097066235	2	0.0001532186752602989	0.006520212490957036	0.0043931406570372365	0.03487679708476045	1.4841802254868641
k141_583892	5391	538	99.79595622333518	91.19285654890975	bin_29	2503482	343036	137.0235535945535	55696	0.017827226640798277	159	0.011781031557321532	0.6608448860104913	0.6655268686049792	0.01770181207261538	0.9929649983864635
k141_583892	5391	538	99.79595622333518	6.882479739540357	bin_14	3224948	742863	230.34883043075422	101285	0.019520005215134844	12	0.0006902226358597637	0.035359756734316815	0.029878509592039443	0.02310097274877661	1.1834511566044696
k141_583892	5391	538	99.79595622333518	0.5735399782950298	bin_32	2446941	324572	132.64398283407732	46779	0.015677342776239105	1	7.580662648693046e-05	0.004835425720347488	0.004323904982651672	0.017531982499865525	1.1183006425321866
k141_764663	9079	1822	200.6828945919154	0.754446972150058	bin_46	2059579	287675	139.6766038107788	51828	0.024518942928980957	1	5.3479030917781926e-05	0.0021811311797855144	0.005401383993930109	0.009900986668950002	0.4038096869684872
k141_764663	9079	1822	200.6828945919154	1.508893944300116	bin_153	268651	143507	534.176310529274	224	0.006308387637328157	2	0.0008199804878345093	0.1299825779542302	0.0028247114567942363	0.29028822956844763	46.01623207977051
k141_764663	9079	1822	200.6828945919154	0.754446972150058	bin_22	2855010	551889	193.3054525203064	4450	0.001093535291850599	1	3.8579300604416235e-05	0.03527942892371416	0.003902874762784069	0.009884842058548697	9.039344346921345
k141_764663	9079	1822	200.6828945919154	2.263340916450174	bin_51	1976541	284559	143.9681747052047	55035	0.028252749575579383	3	0.00016717734013908296	0.005917206029518089	0.015721119761952156	0.010633933375641676	0.3763857867070485
k141_764663	9079	1822	200.6828945919154	17.35228035945133	bin_20	2900191	1428423	492.5272163109257	227694	0.05424527900416885	23	0.000873500623727241	0.016102795298741313	0.03523110964186205	0.02479344626401822	0.45706182582474686
k141_764663	9079	1822	200.6828945919154	166.7327808451628	bin_37	2365536	2542906	1074.9808922798047	310284	0.11111383572278644	221	0.010329867200256054	0.09296652512318661	0.15510301814905586	0.06660003991881659	0.599385661430809
k141_764663	9079	1822	200.6828945919154	9.807810637950753	bin_161	229733	175790	765.1926366695251	1741	0.06700543104693146	13	0.0062327822178006075	0.0930190601032786	0.0128174399072094	0.48627356655636567	7.257226152545358
k141_764663	9079	1822	200.6828945919154	1.508893944300116	bin_92	950247	87194	91.75930047661292	3215	0.00720786792842994	2	0.00023182243988902757	0.032162415042963265	0.01644404367146079	0.014097654112374042	1.9558702035547528
k141_2999429	5527	59067	10686.991134430975	248.5346775449064	bin_99	866262	326896	377.36389221736613	22976	0.0615718439486903	2	0.0004177257691038097	0.006784363473861743	0.6586074679390561	0.0006342560469454982	0.01030107279999675
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_117	561217	184314	328.4184192567224	8083	0.0517759938783326	1	0.00032238863059690315	0.00622660438647451	0.37838114882135854	0.0008520208567502115	0.016455905390292628
k141_2999429	5527	59067	10686.991134430975	372.8020163173596	bin_40	2290824	119373	52.109197389236364	11264	0.00430068152294593	3	0.00023694091745725843	0.05509380692178199	7.154245987184698	3.311892236885444e-05	0.007700854432524514
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_58	1825732	436166	238.89924698696194	34476	0.02075351288260169	1	9.909996653271246e-05	0.00477509359949327	0.5201663058370174	0.0001905159281188875	0.009179936389400508
k141_2999429	5527	59067	10686.991134430975	248.5346775449064	bin_2	5260682	1681941	319.71919230244293	230585	0.01668871822993608	2	6.878575062993817e-05	0.004121691653140316	0.7773530132961223	8.848714734927663e-05	0.005302213515148764
k141_2999429	5527	59067	10686.991134430975	1242.673387724532	bin_11	3471114	3311405	953.989122800346	614653	0.1021822006798358	10	0.0005212447073121257	0.0051011301757468005	1.3026075015161391	0.0004001548484139967	0.0039160915086159575
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_118	555897	22407	40.30782680964279	734	0.004786023086468511	1	0.0003254739278997767	0.06800508940710856	3.082958040861803	0.0001055719615985414	0.02205838954204468
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_45	2083459	189168	90.79516323575362	21802	0.010107675168967753	1	8.684115218859703e-05	0.008591604967204906	1.368655932142416	6.34499512617907e-05	0.00627740308242123
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_109	620403	192999	311.08650345017674	11877	0.06218653047281247	1	0.00029163298710306395	0.004689648785448224	0.39946232766204115	0.0007300638055406203	0.011739902515703128
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_8	3640328	1526795	419.41138271056894	212391	0.03211411174496484	1	4.9701559886280076e-05	0.0015476548216866925	0.2962898573933285	0.00016774640996333745	0.005223448535506773
k141_2999429	5527	59067	10686.991134430975	248.5346775449064	bin_12	3297004	585912	177.71043043927153	129548	0.023898111167195285	2	0.00010975417688161869	0.004592587929387375	1.3985373673935106	7.847782936695523e-05	0.003283850711795207
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_157	237158	130825	551.6364617681039	1477	0.05365609039076367	1	0.0007629090315220325	0.014218498328259848	0.22527034992239603	0.0033866375747400802	0.06311748675827962
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_204	137259	64567	470.40266940601344	2016	0.22112025466251256	1	0.0013181647840775628	0.005961302758489617	0.26417226528363025	0.004989792485075247	0.02256596752156865
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_24	2748639	348521	126.79766240674022	81155	0.021577463899746685	1	6.58252975737091e-05	0.003050650339611129	0.9800443984040473	6.716562808879094e-05	0.0031127674874515464
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_13	3292244	377457	114.65037220813524	69420	0.012830040092387073	1	5.4956430962499194e-05	0.004283418490259321	1.0838808141578415	5.070338938068526e-05	0.003951927586786809
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_48	2020777	111895	55.37226522273363	15737	0.007736482527595556	1	8.953485718498489e-05	0.011573070431636027	2.2442162745661705	3.9895823856055435e-05	0.005156842752988776
k141_2999429	5527	59067	10686.991134430975	248.5346775449064	bin_94	937179	1455207	1552.7524624431405	32418	0.07416099426742236	2	0.0003861161637162211	0.00520645883365449	0.16006072027337542	0.002412310547252035	0.032528023269932364
k141_2999429	5527	59067	10686.991134430975	248.5346775449064	bin_56	1835300	198769	108.30327466899145	8104	0.00482345710908732	2	0.0001971666540595022	0.040876626369921114	2.2948029808378907	8.591877198429978e-05	0.0178126953430207
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_38	2326984	898100	385.9502256998759	169611	0.06285855468396478	1	7.775299705442848e-05	0.0012369517155675753	0.3219776294912351	0.00024148571184056463	0.003841731854235071
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_71	1399736	561922	401.4485588711014	36746	0.03764482801365829	1	0.00012926007482675462	0.00343367420299693	0.3095473530205234	0.00041757771005131004	0.011092565223031557
k141_2999429	5527	59067	10686.991134430975	124.2673387724532	bin_104	763875	33243	43.51890034364261	1362	0.004692816251722464	1	0.0002368580986387854	0.050472485163221205	2.85547975227289	8.294861781115847e-05	0.01767565857297583
