k141_24	1023
k141_29	1240
k141_35	1493
k141_52	1163
k141_55	1359
k141_58	2422
k141_67	1199
k141_70	1743
k141_71	1174
k141_74	1306
k141_78	3516
k141_82	2370
k141_84	2222
k141_96	1407
k141_100	1098
k141_109	3583
k141_129	1007
k141_147	1873
k141_165	1035
k141_168	3672
k141_173	6486
k141_174	1509
k141_187	1799
k141_190	3092
k141_191	4290
k141_197	1154
k141_198	3170
k141_199	1205
k141_207	2092
k141_209	6392
k141_212	3460
k141_219	1438
k141_222	2257
k141_224	1031
k141_234	1029
k141_236	1657
k141_250	1793
k141_260	1809
k141_281	1775
k141_285	1060
k141_288	1125
k141_290	2183
k141_291	2209
k141_300	7884
k141_306	1265
k141_314	1087
k141_322	1216
k141_329	1109
k141_331	2071
k141_333	1151
k141_334	4023
k141_336	1038
k141_341	1024
k141_348	1310
k141_353	1125
k141_355	1027
k141_357	1136
k141_360	1025
k141_362	1070
k141_365	1109
k141_368	1472
k141_371	5612
k141_383	6793
k141_384	4858
k141_385	2734
k141_402	12362
k141_403	1894
k141_413	1485
k141_417	1047
k141_433	1801
k141_437	2420
k141_442	1375
k141_446	1132
k141_447	1110
k141_450	1703
k141_452	3224
k141_462	1215
k141_467	2456
k141_468	2229
k141_469	3412
k141_474	1332
k141_481	2077
k141_493	1789
k141_497	1642
k141_504	1143
k141_505	1271
k141_508	1059
k141_510	2772
k141_518	2101
k141_519	5693
k141_523	2099
k141_530	1340
k141_531	2104
k141_532	6265
k141_533	3438
k141_534	3985
k141_536	1327
k141_555	1522
k141_560	2276
k141_561	5718
k141_569	1155
k141_575	1438
k141_579	1162
k141_581	1779
k141_587	2108
k141_588	1023
k141_595	2235
k141_596	4001
k141_604	1450
k141_607	2662
k141_625	1431
k141_628	5290
k141_629	1462
k141_632	1299
k141_635	10670
k141_636	6122
k141_640	4517
k141_647	2856
k141_648	3058
k141_653	1913
k141_658	3106
k141_659	1681
k141_671	1441
k141_674	3490
k141_679	1022
k141_684	3482
k141_688	1535
k141_689	5485
k141_694	1291
k141_695	2769
k141_702	1001
k141_703	1317
k141_712	1287
k141_721	1132
k141_722	4909
k141_725	1090
k141_728	4265
k141_729	1421
k141_738	1001
k141_741	1218
k141_748	2154
k141_761	1484
k141_770	1181
k141_774	2092
k141_778	2940
k141_785	6614
k141_786	2913
k141_790	1297
k141_791	1853
k141_811	1144
k141_814	1187
k141_818	2217
k141_826	3941
k141_833	2548
k141_834	1978
k141_836	1710
k141_837	1349
k141_838	1555
k141_842	1388
k141_848	1452
k141_849	1578
k141_850	1477
k141_862	4899
k141_870	1129
k141_874	1296
k141_885	4607
k141_890	1194
k141_900	1379
k141_902	1035
k141_908	2053
k141_913	2969
k141_919	3146
k141_928	4499
k141_929	3352
k141_934	2596
k141_941	4134
k141_944	4621
k141_950	1115
k141_953	1680
k141_957	1383
k141_959	2774
k141_961	3741
k141_962	2780
k141_963	3972
k141_966	1065
k141_975	3618
k141_981	1760
k141_990	1466
k141_994	4162
k141_1010	1039
k141_1015	1056
k141_1021	1373
k141_1026	2207
k141_1027	2619
k141_1030	3427
k141_1038	1633
k141_1055	2024
k141_1056	1316
k141_1060	1794
k141_1061	1301
k141_1073	1448
k141_1079	1871
k141_1080	2313
k141_1081	1332
k141_1087	1292
k141_1105	1316
k141_1124	1482
k141_1125	1537
k141_1128	1764
k141_1130	1067
k141_1131	2888
k141_1136	1929
k141_1141	1683
k141_1143	3102
k141_1148	1044
k141_1154	4515
k141_1156	1364
k141_1165	1432
k141_1168	2715
k141_1171	1987
k141_1181	2182
k141_1183	1219
k141_1190	1174
k141_1199	1294
k141_1211	1071
k141_1214	3536
k141_1215	3135
k141_1225	2105
k141_1234	1103
k141_1243	1009
k141_1245	1174
k141_1246	1125
k141_1247	1147
k141_1257	1889
k141_1263	1185
k141_1265	3628
k141_1273	1724
k141_1275	1294
k141_1277	2835
k141_1280	1416
k141_1285	3101
k141_1287	1134
k141_1299	4886
k141_1300	3373
k141_1304	1689
k141_1306	1795
k141_1308	2669
k141_1309	5713
k141_1310	1368
k141_1315	1382
k141_1320	2645
k141_1329	1428
k141_1342	1129
k141_1344	2299
k141_1354	5992
k141_1361	15960
k141_1364	2837
k141_1365	2587
k141_1370	1131
k141_1380	1156
k141_1382	1083
k141_1411	4191
k141_1412	4396
k141_1413	3305
k141_1414	3944
k141_1420	1550
k141_1422	1143
k141_1424	1074
k141_1425	1357
k141_1426	2074
k141_1429	2078
k141_1437	3179
k141_1438	3129
k141_1439	3612
k141_1448	1995
k141_1450	1109
k141_1462	2072
k141_1464	2895
k141_1465	6852
k141_1466	6395
k141_1468	1561
k141_1472	1161
k141_1475	1065
k141_1477	1453
k141_1482	1120
k141_1486	1408
k141_1490	1078
k141_1495	1765
k141_1504	1231
k141_1505	1092
k141_1507	7493
k141_1508	2008
k141_1519	1064
k141_1524	1311
k141_1525	3827
k141_1528	1650
k141_1532	1044
k141_1533	1242
k141_1536	1425
k141_1538	2734
k141_1539	3686
k141_1542	1786
k141_1556	1901
k141_1557	3744
k141_1567	2832
k141_1568	5025
k141_1570	4876
k141_1571	4352
k141_1574	2273
k141_1576	1880
k141_1577	1273
k141_1583	3437
k141_1587	2878
k141_1600	1453
k141_1612	20072
k141_1613	6338
k141_1614	5280
k141_1621	1428
k141_1626	1905
k141_1627	3360
k141_1635	1791
k141_1639	1026
k141_1647	1364
k141_1651	2741
k141_1654	1444
k141_1659	2866
k141_1660	6820
k141_1661	2282
k141_1662	7553
k141_1663	2006
k141_1665	1079
k141_1670	1569
k141_1675	1233
k141_1678	1344
k141_1681	3859
k141_1682	3782
k141_1687	1178
k141_1692	1255
k141_1693	1099
k141_1696	1555
k141_1699	1613
k141_1700	1318
k141_1706	2225
k141_1707	1464
k141_1718	6506
k141_1724	1274
k141_1732	1234
k141_1738	1448
k141_1745	1144
k141_1746	1174
k141_1749	1669
k141_1751	4881
k141_1752	3960
k141_1754	5675
k141_1759	1908
k141_1762	1780
k141_1773	1216
k141_1778	4011
k141_1780	1609
k141_1783	1872
k141_1787	3694
k141_1793	1512
k141_1794	3427
k141_1803	1560
k141_1804	2379
k141_1805	1018
k141_1809	1181
k141_1834	1326
k141_1839	1444
k141_1860	1111
k141_1873	2611
k141_1876	1661
k141_1881	1072
k141_1897	1110
k141_1898	1947
k141_1901	1064
k141_1913	4867
k141_1920	1092
k141_1921	1207
k141_1926	2163
k141_1927	2267
k141_1930	1355
k141_1933	2371
k141_1934	2957
k141_1936	1274
k141_1943	1012
k141_1953	1309
k141_1956	1203
k141_1958	1083
k141_1959	1146
k141_1963	1569
k141_1965	1137
k141_1966	1217
k141_1971	2875
k141_1973	1355
k141_1974	1080
k141_1980	1330
k141_1988	1150
k141_1991	1116
k141_1998	1006
k141_2003	6808
k141_2004	1041
k141_2008	4138
k141_2009	2840
k141_2016	1179
k141_2018	1063
k141_2022	1125
k141_2024	2288
k141_2025	1969
k141_2028	2454
k141_2037	1531
k141_2043	2869
k141_2044	1426
k141_2048	1098
k141_2049	1168
k141_2070	1202
k141_2071	2421
k141_2073	1203
k141_2074	1498
k141_2082	2465
k141_2083	5296
k141_2084	7889
k141_2085	3066
k141_2089	1537
k141_2090	6077
k141_2091	1701
k141_2093	1105
k141_2094	10101
k141_2098	5803
k141_2099	3216
k141_2108	1325
k141_2113	1467
k141_2114	2343
k141_2120	1080
k141_2124	3951
k141_2127	2527
k141_2133	1213
k141_2134	2286
k141_2135	1203
k141_2141	5638
k141_2143	1814
k141_2150	3456
k141_2151	1180
k141_2153	1457
k141_2157	1128
k141_2160	4281
k141_2167	4160
k141_2175	1073
k141_2182	1467
k141_2184	1611
k141_2187	1412
k141_2189	1095
k141_2200	2408
k141_2205	2119
k141_2208	1542
k141_2212	1021
k141_2216	2845
k141_2234	1122
k141_2237	2071
k141_2247	1634
k141_2253	1391
k141_2255	1790
k141_2259	1023
k141_2263	3564
k141_2267	1078
k141_2270	1397
k141_2276	1082
k141_2279	2781
k141_2283	1599
k141_2284	3463
k141_2291	2193
k141_2292	1506
k141_2302	1094
k141_2311	3901
k141_2312	4110
k141_2313	5893
k141_2314	7750
k141_2315	5232
k141_2316	3889
k141_2320	2096
k141_2332	1391
k141_2362	5214
k141_2365	1413
k141_2367	1761
k141_2383	1258
k141_2385	1793
k141_2394	1611
k141_2396	2226
k141_2398	1195
k141_2410	1564
k141_2414	8296
k141_2421	2787
k141_2426	1140
k141_2434	1769
k141_2435	4557
k141_2444	1754
k141_2445	2146
k141_2454	1460
k141_2463	2121
k141_2467	14720
k141_2468	3753
k141_2469	2195
k141_2475	1321
k141_2477	1308
k141_2479	3493
k141_2480	2669
k141_2482	1095
k141_2485	3038
k141_2505	2638
k141_2514	1767
k141_2518	1361
k141_2524	3842
k141_2529	1485
k141_2535	1885
k141_2538	1504
k141_2539	1807
k141_2540	1066
k141_2541	2128
k141_2551	4268
k141_2559	3290
k141_2560	6133
k141_2564	9523
k141_2570	1363
k141_2572	1957
k141_2578	2731
k141_2579	2040
k141_2584	1947
k141_2589	1079
k141_2598	1298
k141_2600	3118
k141_2602	1301
k141_2608	1070
k141_2620	1062
k141_2626	1262
k141_2631	1004
k141_2632	1322
k141_2638	1139
k141_2639	1790
k141_2641	1638
k141_2645	2960
k141_2646	2373
k141_2648	3943
k141_2652	1187
k141_2653	1508
k141_2658	1057
k141_2661	1580
k141_2668	13550
k141_2669	2971
k141_2670	4504
k141_2678	1619
k141_2687	1112
k141_2693	1408
k141_2695	3823
k141_2696	5602
k141_2703	1422
k141_2704	1368
k141_2718	1322
k141_2719	1108
k141_2720	1039
k141_2723	5368
k141_2724	2900
k141_2725	2951
k141_2726	1648
k141_2729	1918
k141_2731	1375
k141_2737	1007
k141_2746	5169
k141_2751	1345
k141_2753	1895
k141_2767	2356
k141_2768	1919
k141_2772	1026
k141_2773	4402
k141_2780	2164
k141_2797	1038
k141_2798	1834
k141_2808	2422
k141_2813	1639
k141_2816	1615
k141_2824	1483
k141_2829	1697
k141_2830	4602
k141_2831	2908
k141_2832	1025
k141_2833	1027
k141_2840	4916
k141_2841	2528
k141_2848	1896
k141_2857	6775
k141_2860	2781
k141_2865	1255
k141_2866	2292
k141_2867	1871
k141_2872	1550
k141_2880	9606
k141_2883	2294
k141_2884	2377
k141_2885	1215
k141_2886	6620
k141_2896	2336
k141_2900	2466
k141_2905	1731
k141_2910	1302
k141_2912	3199
k141_2919	2005
k141_2926	3193
k141_2929	6386
k141_2940	1236
k141_2947	2464
k141_2949	3552
k141_2952	2125
k141_2957	1328
k141_2960	1623
k141_2968	2070
k141_2976	3425
k141_2980	1077
k141_2981	4624
k141_2982	2263
k141_2993	1103
k141_2998	1641
k141_3002	6162
k141_3005	2246
k141_3010	1765
k141_3011	2920
k141_3020	1115
k141_3026	1775
k141_3030	1280
k141_3031	5148
k141_3038	1477
k141_3039	2573
k141_3044	2540
k141_3045	1504
k141_3047	2238
k141_3049	1609
k141_3050	1007
k141_3054	1583
k141_3056	1286
k141_3057	1398
k141_3071	1165
k141_3075	1904
k141_3076	1543
k141_3086	1074
k141_3088	1314
k141_3097	3936
k141_3098	1902
k141_3099	1678
k141_3102	3084
k141_3105	1251
k141_3114	4503
k141_3118	2027
k141_3121	4286
k141_3128	1088
k141_3134	1818
k141_3135	2465
k141_3139	1875
k141_3143	1344
k141_3148	2457
k141_3151	1301
k141_3163	1244
k141_3164	2703
k141_3167	1588
k141_3170	1011
k141_3181	5095
k141_3182	5201
k141_3194	1628
k141_3218	1430
k141_3219	4201
k141_3229	1621
k141_3234	9759
k141_3235	4407
k141_3242	2078
k141_3243	1146
k141_3262	1316
k141_3264	6118
k141_3265	6284
k141_3276	1332
k141_3278	1179
k141_3279	2055
k141_3285	1789
k141_3286	1411
k141_3288	1713
k141_3289	1585
k141_3290	1902
k141_3291	8381
k141_3292	13899
k141_3293	1787
k141_3294	3793
k141_3296	1489
k141_3318	4190
k141_3319	3408
k141_3320	3580
k141_3321	1203
k141_3329	1847
k141_3335	2114
k141_3341	1458
k141_3343	3559
k141_3345	1236
k141_3357	1270
k141_3359	2670
k141_3360	1489
k141_3362	1318
k141_3367	4339
k141_3393	1055
k141_3397	1377
k141_3400	2288
k141_3402	1212
k141_3413	1173
k141_3414	4054
k141_3421	1534
k141_3429	3128
k141_3430	15018
k141_3431	4849
k141_3432	1279
k141_3446	1258
k141_3458	1537
k141_3459	1850
k141_3462	1183
k141_3479	2940
k141_3491	1244
k141_3502	2426
k141_3504	1615
k141_3505	2030
k141_3519	1056
k141_3520	3213
k141_3521	2919
k141_3522	8475
k141_3523	7434
k141_3524	2950
k141_3525	3128
k141_3527	1556
k141_3529	3302
k141_3530	3205
k141_3534	1732
k141_3535	1284
k141_3549	2790
k141_3560	1210
k141_3561	1583
k141_3568	1617
k141_3569	1339
k141_3576	1037
k141_3578	1500
k141_3595	1584
k141_3599	1171
k141_3605	1065
k141_3606	3262
k141_3607	3856
k141_3620	11070
k141_3621	4277
k141_3622	3761
k141_3623	6661
k141_3624	2674
k141_3629	1052
k141_3633	2730
k141_3636	2389
k141_3638	1789
k141_3640	1022
k141_3643	1619
k141_3655	2078
k141_3660	2441
k141_3663	3374
k141_3668	1271
k141_3669	2164
k141_3670	1535
k141_3673	2736
k141_3678	7119
k141_3679	2932
k141_3680	2226
k141_3687	4240
k141_3691	1057
k141_3696	4324
k141_3704	1124
k141_3705	3805
k141_3713	4426
k141_3714	7788
k141_3715	1181
k141_3718	2510
k141_3728	5209
k141_3730	4193
k141_3745	1000
k141_3764	3679
k141_3765	2799
k141_3766	16316
k141_3772	1404
k141_3773	3272
k141_3777	3459
k141_3778	1229
k141_3783	1163
k141_3789	1087
k141_3790	1222
k141_3791	1896
k141_3792	3115
k141_3793	1931
k141_3797	1640
k141_3805	1172
k141_3807	1298
k141_3811	1192
k141_3815	3089
k141_3816	2222
k141_3818	2990
k141_3819	1763
k141_3823	1648
k141_3831	1425
k141_3836	2925
k141_3842	1372
k141_3843	3365
k141_3848	1016
k141_3880	1323
k141_3881	2086
k141_3882	2646
k141_3892	1443
k141_3908	1221
k141_3909	1008
k141_3917	2257
k141_3923	4043
k141_3927	4701
k141_3932	1287
k141_3935	2508
k141_3937	1267
k141_3942	1932
k141_3943	4026
k141_3946	2330
k141_3951	1745
k141_3952	5523
k141_3953	1103
k141_3955	2626
k141_3957	2373
k141_3959	1939
k141_3960	1293
k141_3964	3988
k141_3965	1958
k141_3977	2122
k141_3982	1335
k141_3983	1128
k141_3985	1760
k141_3989	1651
k141_3991	4047
k141_3998	1073
k141_4000	1601
k141_4004	3330
k141_4006	3419
k141_4007	3570
k141_4008	1401
k141_4012	1441
k141_4016	2766
k141_4031	1884
k141_4039	1259
k141_4043	1267
k141_4047	2206
k141_4049	1272
k141_4057	1168
k141_4063	1107
k141_4066	1177
k141_4073	1988
k141_4077	1013
k141_4082	1124
k141_4084	3398
k141_4086	1151
k141_4089	3618
k141_4091	1039
k141_4094	4466
k141_4095	2951
k141_4097	1631
k141_4108	1300
k141_4109	2890
k141_4113	1009
k141_4123	3080
k141_4128	8014
k141_4129	7560
k141_4133	1502
k141_4138	1070
k141_4140	3136
k141_4145	2830
k141_4146	4288
k141_4151	1596
k141_4163	6794
k141_4164	8538
k141_4165	3772
k141_4167	1709
k141_4179	3603
k141_4180	1449
k141_4183	1127
k141_4184	2048
k141_4191	1053
k141_4203	2342
k141_4212	2239
k141_4216	4971
k141_4222	3442
k141_4225	1068
k141_4227	4085
k141_4229	1447
k141_4230	2214
k141_4244	5076
k141_4247	1067
k141_4252	1120
k141_4254	1322
k141_4257	1028
k141_4268	2956
k141_4269	1209
k141_4272	1445
k141_4281	1290
k141_4289	1624
k141_4300	1293
k141_4303	1742
k141_4305	1072
k141_4308	1163
k141_4311	2600
k141_4315	2281
k141_4320	1304
k141_4322	1539
k141_4340	3700
k141_4342	1261
k141_4344	1265
k141_4346	1439
k141_4352	1592
k141_4353	1146
k141_4358	1372
k141_4367	2629
k141_4368	2840
k141_4369	3244
k141_4370	3842
k141_4381	1684
k141_4383	1032
k141_4386	4902
k141_4397	1441
k141_4398	1396
k141_4400	1137
k141_4415	1377
k141_4417	1388
k141_4418	3523
k141_4419	1554
k141_4428	1288
k141_4430	1849
k141_4440	4591
k141_4448	1381
k141_4452	1331
k141_4456	2231
k141_4463	2181
k141_4471	8536
k141_4472	2025
k141_4490	1054
k141_4494	1729
k141_4497	5125
k141_4501	1212
k141_4510	1627
k141_4512	1044
k141_4516	1120
k141_4517	5293
k141_4520	5749
k141_4521	4950
k141_4522	5052
k141_4527	2660
k141_4528	1318
k141_4533	1802
k141_4535	6392
k141_4536	4918
k141_4537	5901
k141_4538	2751
k141_4540	1129
k141_4544	3693
k141_4546	1953
k141_4548	1072
k141_4555	1020
k141_4570	1964
k141_4571	1743
k141_4586	2395
k141_4588	2731
k141_4593	3508
k141_4597	1264
k141_4603	3812
k141_4607	3082
k141_4615	1927
k141_4616	4697
k141_4620	1374
k141_4622	3053
k141_4628	1054
k141_4633	1075
k141_4637	9511
k141_4644	1044
k141_4645	1053
k141_4648	1446
k141_4659	1574
k141_4661	1547
k141_4667	2004
k141_4668	1059
k141_4672	3753
k141_4673	1319
k141_4690	1534
k141_4692	3204
k141_4693	1916
k141_4694	2411
k141_4697	2174
k141_4701	2986
k141_4705	1017
k141_4720	1949
k141_4741	1253
k141_4745	1177
k141_4746	1322
k141_4752	1625
k141_4753	2361
k141_4756	1681
k141_4757	4512
k141_4758	4211
k141_4760	1021
k141_4763	1913
k141_4801	2782
k141_4804	1801
k141_4817	4346
k141_4818	4498
k141_4819	3813
k141_4820	3034
k141_4822	7621
k141_4823	2254
k141_4824	2204
k141_4827	2927
k141_4829	2983
k141_4841	2401
k141_4851	1042
k141_4854	1635
k141_4855	1150
k141_4857	1346
k141_4860	1035
k141_4864	1285
k141_4867	5669
k141_4873	4295
k141_4874	1089
k141_4888	1352
k141_4898	1165
k141_4901	1247
k141_4904	1702
k141_4905	1658
k141_4915	1081
k141_4925	1195
k141_4927	2451
k141_4933	1000
k141_4938	6174
k141_4939	5448
k141_4940	25186
k141_4941	4810
k141_4944	8913
k141_4945	2321
k141_4948	6026
k141_4950	1277
k141_4968	2597
k141_4976	1367
k141_4977	2604
k141_4979	11172
k141_4980	5147
k141_4984	2851
k141_4990	1496
k141_4991	1584
k141_4999	2945
k141_5001	2772
k141_5006	2560
k141_5034	1894
k141_5040	2869
k141_5044	1782
k141_5047	1654
k141_5053	1746
k141_5059	1183
k141_5069	3525
k141_5072	1305
k141_5075	3435
k141_5079	1161
k141_5088	1491
k141_5090	1327
k141_5091	1043
k141_5099	1292
k141_5101	1636
k141_5112	3524
k141_5115	1725
k141_5119	1158
k141_5120	1268
k141_5126	1395
k141_5133	1235
k141_5141	3216
k141_5143	1631
k141_5145	1747
k141_5148	2056
k141_5149	6870
k141_5161	1987
k141_5164	1031
k141_5166	3614
k141_5167	3501
k141_5168	1078
k141_5170	1130
k141_5172	1812
k141_5174	1016
k141_5176	1079
k141_5177	1316
k141_5178	2042
k141_5181	1788
k141_5184	1114
k141_5189	1405
k141_5192	3817
k141_5203	4659
k141_5229	1344
k141_5253	2014
k141_5259	1525
k141_5260	1960
k141_5266	5572
k141_5269	2532
k141_5273	1093
k141_5275	1149
k141_5276	1202
k141_5285	1157
k141_5286	1219
k141_5292	2378
k141_5302	1044
k141_5303	1210
k141_5304	2287
k141_5317	1088
k141_5319	1671
k141_5321	1131
k141_5322	2778
k141_5326	1581
k141_5331	4995
k141_5332	4284
k141_5333	2504
k141_5336	1267
k141_5338	3732
k141_5342	1231
k141_5345	1116
k141_5349	1891
k141_5356	1167
